brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
2,27,2018,1,23370,4,145,58.9,1.0,9700
2,63,2017,1,23570,0,125,51.4,2.0,19150
2,45,2015,1,79700,0,0,78.5,1.6,7210
2,27,2018,1,11450,4,145,62.8,1.0,11690
2,24,2018,1,4666,4,145,54.3,1.0,13650
2,27,2018,1,17330,4,145,65.7,1.0,11360
2,27,2019,1,11500,4,145,40.3,1.5,16399
2,27,2017,1,10000,4,145,65.7,1.0,10445
2,27,2017,1,12000,4,145,65.7,1.0,9545
2,27,2018,1,12000,4,145,58.9,1.0,10799
2,27,2018,1,17474,4,145,65.7,1.0,11091
2,27,2018,1,14000,4,145,65.7,1.0,10899
2,27,2017,1,10000,4,145,54.3,1.2,8999
2,27,2017,1,16670,4,145,62.8,1.0,10739
2,37,2018,1,11990,4,150,43.5,1.2,9190
2,27,2017,1,19295,4,145,64.2,1.1,8591
2,28,2016,1,32316,4,20,60.1,1.0,9910
2,27,2017,1,26324,4,145,65.7,1.0,10590
2,28,2015,1,42322,0,20,67.3,2.0,13549
2,28,2018,1,8228,4,145,41.5,2.0,19494
2,27,2018,1,11740,4,145,65.7,1.0,11399
2,28,2017,1,19891,4,145,60.1,1.0,10719
2,28,2016,1,13101,4,20,61.4,1.0,9539
2,28,2019,1,2828,4,145,60.1,1.0,16569
2,28,2017,1,22887,4,20,61.4,1.0,9659
2,28,2019,1,3575,4,145,60.1,1.0,16629
2,27,2014,1,38313,4,0,65.7,1.0,6819
2,27,2018,1,11044,4,145,65.7,1.0,10500
2,28,2018,1,16475,0,150,74.3,1.5,13000
2,24,2015,1,31377,4,125,53.3,1.0,8100
2,28,2018,1,13986,4,145,58.9,1.0,14739
2,38,2017,1,23397,0,30,64.2,1.5,14299
2,27,2018,1,5089,4,145,65.7,1.0,12532
2,27,2015,1,25370,4,125,54.3,1.2,7200
2,28,2016,1,13400,4,200,41.5,2.0,15877
2,27,2014,1,39860,4,30,54.3,1.2,5750
2,63,2017,1,36677,0,125,56.5,1.5,16201
2,27,2017,1,26766,4,0,65.7,1.0,10250
2,27,2013,1,41493,4,0,65.7,1.0,6990
2,38,2017,1,27611,0,30,64.2,1.5,12499
2,27,2017,1,34711,4,0,65.7,1.0,8499
2,27,2018,1,20827,4,145,64.2,1.1,9523
2,28,2016,1,36342,4,20,60.1,1.0,9590
2,28,2018,1,5154,4,145,60.1,1.0,15995
2,28,2018,1,5154,4,145,60.1,1.0,15995
2,28,2016,1,36342,4,20,60.1,1.0,9590
2,27,2018,1,20827,4,145,64.2,1.1,9523
2,27,2017,1,38139,4,150,65.7,1.0,8500
2,28,2017,1,36687,4,150,60.1,1.0,9300
2,24,2015,1,20865,4,125,53.3,1.0,8700
2,27,2017,1,15296,4,0,65.7,1.0,10500
2,27,2016,1,23209,4,0,65.7,1.0,9000
2,25,2017,1,19027,0,145,48.7,2.0,19600
2,19,2017,1,32204,4,30,55.4,1.0,8700
2,28,2018,1,15705,4,145,57.7,1.0,12700
2,38,2015,3,32660,0,150,52.3,2.0,11500
2,27,2018,1,12904,4,150,64.2,1.1,9700
2,28,2017,1,24610,0,150,67.3,2.0,15500
2,38,2018,1,35548,0,150,64.2,1.5,14000
2,28,2017,1,10278,4,20,61.4,1.0,11000
2,27,2014,1,23594,4,0,65.7,1.0,7200
2,27,2018,1,29954,4,150,62.8,1.0,11000
2,27,2018,1,8259,4,145,65.7,1.0,12199
2,27,2018,1,3590,4,145,65.7,1.0,12679
2,38,2017,1,22212,0,145,60.1,2.0,14719
2,28,2015,1,38722,4,20,61.4,1.0,8629
2,27,2017,1,22224,4,145,62.8,1.0,11299
2,28,2019,1,8110,4,145,51.4,1.5,16499
2,28,2018,1,4657,4,145,60.1,1.0,11899
2,28,2013,1,64960,4,145,47.9,1.6,6120
2,28,2017,1,26340,4,145,61.4,1.0,9830
2,27,2015,1,24074,4,0,65.7,1.0,7770
2,27,2017,1,14630,4,145,54.3,1.2,7600
2,27,2015,1,37650,4,0,65.7,1.0,7000
2,28,2017,1,14090,0,145,74.3,1.5,11370
2,27,2015,1,39000,4,0,65.7,1.0,7930
2,28,2018,1,16083,4,145,58.9,1.0,15000
2,27,2018,1,17448,4,145,55.4,1.1,9995
2,28,2018,1,11489,4,145,57.7,1.0,12995
2,27,2018,1,11990,4,145,58.9,1.0,10995
2,19,2016,1,25339,4,30,55.4,1.0,8495
2,28,2018,1,25623,4,145,58.9,1.0,13710
2,28,2016,1,50605,0,0,74.3,1.5,8500
2,27,2018,1,6166,4,145,65.7,1.0,11699
2,28,2018,1,9088,4,145,60.1,1.0,11989
2,28,2017,1,17001,4,145,41.5,2.0,17994
2,27,2018,1,14245,4,145,65.7,1.0,10999
2,27,2018,1,5681,4,145,65.7,1.0,13084
2,28,2019,1,3871,0,145,50.4,2.0,25799
2,27,2019,1,3575,4,145,60.1,1.0,14999
2,24,2017,1,35399,0,30,64.2,1.5,8864
2,28,2018,1,10000,4,145,57.7,1.0,13299
2,27,2018,1,5635,4,145,58.9,1.0,13499
2,28,2019,1,10269,0,145,80.7,1.5,16995
2,27,2019,1,11882,4,145,58.9,1.0,11995
2,27,2016,3,8507,4,0,57.7,1.0,10295
2,27,2019,1,877,4,145,55.4,1.0,16795
2,27,2018,1,13645,4,145,62.8,1.0,11795
2,38,2017,1,26097,0,150,64.2,1.5,14995
2,19,2013,1,31472,4,30,57.7,1.0,6995
2,38,2017,1,14059,0,30,64.2,1.5,14995
2,27,2017,1,10386,4,145,65.7,1.0,9495
2,27,2015,1,22640,4,0,65.7,1.0,9200
2,27,2018,1,13240,4,145,65.7,1.0,10620
2,27,2016,1,26435,4,0,65.7,1.0,9480
2,25,2017,3,4426,0,145,48.7,2.0,23380
2,28,2017,1,39039,0,145,74.3,1.5,10420
2,45,2016,3,70729,0,125,58.9,2.0,10550
2,28,2019,1,5252,4,145,51.4,1.5,18750
2,28,2018,1,8973,4,145,41.5,2.0,19400
2,28,2017,1,27961,0,145,74.3,1.5,11360
2,27,2018,1,32675,4,145,56.5,1.0,11000
2,27,2018,1,20372,4,145,56.5,1.0,11160
2,27,2018,1,20106,4,145,65.7,1.0,10595
2,28,2018,1,10335,4,145,57.7,1.0,13495
2,28,2019,1,9304,4,145,60.1,1.0,15995
2,28,2017,1,23572,4,125,51.4,1.5,11795
2,37,2018,1,5730,4,145,47.9,1.2,9295
2,25,2018,3,35482,0,145,48.7,2.0,21495
2,38,2017,0,13450,4,145,38.2,1.5,14450
2,28,2018,1,15464,4,145,41.5,2.0,18787
2,28,2018,1,11589,0,145,74.3,1.5,13000
2,28,2017,1,18138,4,145,60.1,1.0,12250
2,28,2018,1,11296,4,145,58.9,1.0,14260
2,27,2019,1,11903,4,145,58.9,1.0,14480
2,27,2019,1,13500,4,145,58.9,1.0,14310
2,28,2019,1,7932,0,145,80.7,1.5,15880
2,28,2018,1,46995,4,145,60.1,1.0,11660
2,27,2018,1,22175,4,145,56.5,1.0,11250
2,27,2014,1,59858,4,30,54.3,1.2,5810
2,27,2017,1,41491,4,145,65.7,1.0,8680
2,38,2019,1,11567,0,145,37.7,2.0,21790
2,27,2019,1,7128,4,145,55.4,1.0,16610
2,38,2019,1,8500,0,145,47.9,2.0,19890
2,38,2019,1,13850,0,145,47.9,2.0,19460
2,38,2019,1,14010,0,145,47.9,2.0,19450
2,38,2019,1,28957,0,145,47.9,2.0,17500
2,38,2019,1,11028,0,145,47.9,2.0,19560
2,27,2019,1,7259,4,145,58.9,1.0,11840
2,28,2019,0,8900,0,145,74.3,1.5,18680
2,28,2019,1,1010,0,145,80.7,1.5,16500
2,28,2018,1,5343,4,145,60.1,1.0,12400
2,28,2018,1,20871,0,145,67.3,2.0,15800
2,24,2019,0,120,4,145,45.6,1.0,17620
2,27,2015,1,38822,4,0,65.7,1.0,7700
2,27,2017,1,20226,4,145,65.7,1.0,8800
2,27,2017,1,21103,4,125,54.3,1.2,7510
2,27,2019,1,4000,4,145,58.9,1.0,12390
2,27,2018,1,14377,4,145,56.5,1.0,11450
2,63,2016,1,52216,0,125,56.5,2.0,14310
2,28,2017,0,27948,4,145,46.3,1.5,11990
2,27,2014,3,23858,4,0,57.7,1.0,8810
2,28,2017,1,13219,0,0,74.3,1.5,10200
2,27,2017,3,23817,4,0,57.7,1.0,11250
2,28,2017,3,14478,0,0,74.3,1.5,12590
2,27,2017,1,28158,4,20,62.8,1.0,10230
2,27,2019,1,15,4,145,58.9,1.0,14995
2,27,2019,1,15,4,145,55.4,1.0,14995
2,27,2018,1,6961,4,145,65.7,1.0,13995
2,27,2019,1,15,4,145,58.9,1.0,14995
2,27,2019,1,15,4,145,58.9,1.0,15995
2,27,2019,1,15,4,145,58.9,1.0,14995
2,28,2019,1,16,4,145,34.5,2.3,25950
2,21,2019,0,10000,0,145,56.5,1.5,15995
2,27,2016,1,32346,4,0,65.7,1.0,8695
2,28,2017,1,19071,0,145,67.3,2.0,15995
2,38,2019,1,12501,0,145,39.2,2.0,20700
2,38,2017,1,18213,0,145,60.1,2.0,14020
2,28,2019,1,9572,0,145,80.7,1.5,15950
2,28,2019,1,8739,4,145,60.1,1.0,15320
2,27,2019,0,3765,4,145,48.7,1.0,16990
2,21,2017,1,37722,0,20,68.9,1.5,9191
2,28,2017,1,14203,0,145,67.3,2.0,16767
2,24,2019,1,11742,4,145,52.3,1.0,17690
2,37,2018,1,19318,4,145,57.7,1.2,7520
2,38,2019,1,8837,0,145,47.9,2.0,18800
2,31,2016,1,28288,0,125,56.5,2.0,17995
2,28,2014,1,42792,4,30,56.5,1.0,7997
2,27,2014,3,28338,4,145,47.9,1.6,7771
2,27,2016,1,21000,4,125,54.3,1.2,7997
2,27,2016,1,29500,4,0,65.7,1.0,8397
2,27,2015,1,24025,4,145,47.9,1.6,10494
2,24,2016,1,19500,4,125,52.3,1.0,10500
2,27,2014,1,36100,4,0,65.7,1.0,7697
2,27,2014,3,28000,4,0,57.7,1.0,8997
2,63,2015,0,16400,4,260,35.8,2.0,18992
2,27,2017,1,15133,4,20,62.8,1.0,10020
2,38,2014,1,43068,0,145,53.3,2.0,10497
2,27,2017,1,4218,4,125,54.3,1.2,9230
2,32,2017,1,58111,0,30,64.2,1.5,8691
2,38,2017,1,11087,0,125,60.1,2.0,16065
2,21,2016,1,40729,0,20,68.9,1.5,10270
2,28,2014,1,35879,4,30,56.5,1.0,7080
2,38,2015,1,73506,0,125,60.1,2.0,8725
2,27,2016,1,64753,0,0,78.5,1.5,6592
2,27,2015,1,35847,4,0,65.7,1.0,6982
2,27,2018,1,21022,4,150,64.2,1.1,8800
2,28,2015,1,15392,4,20,60.1,1.0,10490
2,27,2013,1,39213,4,0,65.7,1.0,6990
2,28,2017,1,24290,4,200,41.5,2.0,16980
2,27,2018,1,5373,4,145,58.9,1.0,14920
2,27,2018,1,21572,4,145,56.5,1.0,10370
2,28,2018,1,32501,4,145,60.1,1.0,10240
2,28,2015,1,41232,0,20,67.3,1.6,8130
2,27,2018,1,26368,4,145,65.7,1.0,10460
2,38,2017,1,29678,0,145,54.3,2.0,11890
2,27,2016,3,9000,4,145,47.9,1.6,9997
2,27,2014,3,21700,4,145,47.9,1.6,7669
2,27,2013,3,20000,4,145,47.9,1.6,7767
2,27,2015,1,7939,4,30,54.3,1.2,7777
2,27,2014,1,17610,4,145,47.9,1.6,9881
2,27,2016,1,15800,4,20,62.8,1.0,10333
2,27,2017,1,4750,4,125,54.3,1.2,7969
2,27,2017,1,19745,4,145,47.9,1.6,11494
2,27,2016,1,11717,4,20,62.8,1.0,9839
2,27,2016,1,19350,4,20,62.8,1.0,9292
2,27,2017,1,67336,4,150,47.9,1.6,8990
2,38,2017,1,27256,0,125,60.1,2.0,15300
2,38,2017,1,31598,0,150,60.1,2.0,14990
2,27,2018,1,5402,4,150,64.2,1.1,10390
2,36,2016,1,13728,4,30,57.7,1.2,6190
2,24,2016,1,39968,4,125,52.3,1.0,8995
2,25,2016,1,34688,0,200,47.9,2.0,17995
2,28,2019,1,6093,4,145,60.1,1.0,14995
2,27,2016,1,16756,4,20,62.8,1.0,9950
2,37,2017,1,14640,4,145,57.7,1.2,8495
2,38,2017,1,19794,0,125,60.1,2.0,15575
2,28,2017,1,30526,0,0,74.3,1.5,10480
2,38,2017,1,32813,0,125,60.1,2.0,14545
2,28,2018,1,8134,4,145,57.7,1.0,13500
2,38,2017,1,32717,4,160,45.6,1.5,14990
2,38,2017,1,24477,0,125,60.1,2.0,15300
2,37,2017,1,16207,4,145,57.7,1.2,6830
2,45,2016,1,29597,0,30,62.8,2.0,13320
2,27,2017,1,11961,4,20,62.8,1.0,10510
2,27,2014,1,16463,4,30,54.3,1.2,7020
2,38,2018,1,15956,0,145,64.2,1.5,16991
2,27,2018,1,26357,4,145,65.7,1.0,10790
2,28,2018,1,20881,0,145,67.3,2.0,17500
2,24,2018,1,4352,4,145,54.3,1.0,14690
2,37,2018,1,15472,4,145,57.7,1.2,6990
2,28,2017,1,13239,0,145,74.3,1.5,11790
2,38,2017,1,23444,0,145,64.2,1.5,14290
2,27,2018,1,38779,4,145,64.2,1.1,8500
2,27,2018,3,31476,4,145,54.3,1.0,11790
2,27,2019,1,7144,4,150,58.9,1.0,15290
2,27,2018,1,13263,4,150,65.7,1.0,14290
2,25,2019,3,1537,0,150,37.2,2.0,33591
2,27,2018,1,11997,4,145,65.7,1.0,11200
2,27,2018,1,13170,4,150,65.7,1.0,9790
2,38,2018,1,17119,0,150,64.2,1.5,15000
2,28,2018,1,20425,4,150,57.7,1.0,12990
2,38,2018,1,17105,0,150,47.9,2.0,15990
2,27,2018,1,11924,4,150,65.7,1.0,10790
2,27,2018,1,8895,4,150,65.7,1.0,14990
2,27,2015,1,47281,4,125,54.3,1.2,5790
2,28,2017,1,17113,4,145,61.4,1.0,10690
2,28,2015,1,76216,4,20,61.4,1.0,6690
2,28,2015,1,28971,4,20,60.1,1.0,7990
2,63,2019,1,12567,0,145,54.3,2.0,25990
2,27,2018,1,9616,4,145,64.2,1.1,8990
2,27,2018,1,8335,4,145,65.7,1.0,9700
2,28,2018,1,17039,4,145,41.5,2.0,18765
2,28,2018,1,12514,4,145,41.5,2.0,18500
2,19,2016,1,23002,0,0,74.4,1.5,8200
2,27,2018,1,24674,4,145,65.7,1.0,10990
2,21,2017,1,4873,4,30,55.4,1.0,11490
2,28,2018,1,8067,4,150,60.1,1.0,12290
2,28,2014,1,51341,4,30,56.5,1.0,6790
2,28,2018,1,13470,0,150,74.3,1.5,12990
2,38,2019,1,5787,0,150,54.3,1.5,18500
2,24,2016,1,16942,4,125,52.3,1.0,9790
2,27,2016,1,54503,4,0,65.7,1.0,7790
2,27,2018,1,9575,4,150,64.2,1.1,9790
2,27,2014,1,29607,4,30,54.3,1.2,6490
2,28,2018,1,12621,4,145,60.1,1.0,11800
2,27,2018,1,10567,4,145,64.2,1.1,9690
2,38,2017,3,27653,0,145,54.3,2.0,16500
2,27,2018,1,5505,4,145,65.7,1.0,11500
2,28,2018,1,16970,4,145,41.5,2.0,18500
2,27,2017,1,12890,4,145,65.7,1.0,10901
2,27,2018,1,24792,4,150,64.2,1.1,8490
2,28,2018,1,7519,4,145,41.5,2.0,17990
2,38,2018,3,12365,0,145,54.3,2.0,20990
2,38,2016,1,26543,0,145,54.3,2.0,15290
2,28,2016,3,32618,0,0,74.3,1.5,9990
2,28,2019,1,5298,4,150,60.1,1.0,17990
2,28,2018,1,23915,4,150,60.1,1.0,11990
2,27,2017,1,24013,4,150,65.7,1.0,9500
2,28,2018,1,46286,4,150,41.5,2.0,15790
2,28,2018,1,12956,4,150,60.1,1.0,11990
2,27,2018,1,10691,4,150,64.2,1.1,9990
2,28,2018,1,22786,4,150,51.4,1.5,13190
2,27,2019,1,13,4,150,58.9,1.0,11690
2,27,2015,1,35155,4,0,65.7,1.0,7790
2,27,2018,1,8769,4,145,64.2,1.1,9700
2,27,2018,1,7760,4,145,65.7,1.0,12000
2,27,2018,1,13585,4,145,65.7,1.0,11290
2,24,2018,1,4979,4,145,54.3,1.0,13790
2,27,2018,1,12127,4,145,65.7,1.0,11690
2,27,2019,3,2341,4,145,48.7,1.0,18591
2,28,2014,1,23800,4,30,56.5,1.0,8500
2,28,2018,1,11785,4,145,60.1,1.0,12990
2,24,2018,1,7310,4,145,54.3,1.0,15500
2,27,2018,1,8156,4,145,65.7,1.0,11690
2,28,2018,1,2908,4,145,60.1,1.0,17500
2,63,2019,3,623,0,145,43.5,2.0,30000
2,63,2019,1,7400,0,145,54.3,2.0,28000
2,28,2019,1,5989,4,145,60.1,1.0,17200
2,27,2019,1,7504,4,145,61.4,1.0,15500
2,27,2018,1,31520,4,145,65.7,1.0,11500
2,28,2019,0,11211,4,145,48.7,1.0,17500
2,27,2017,1,18605,4,145,65.7,1.0,12000
2,38,2019,1,4596,0,145,54.3,1.5,19500
2,27,2018,1,25367,4,145,58.9,1.0,10500
2,28,2018,1,14917,4,145,60.1,1.0,12000
2,27,2018,1,13691,4,145,65.7,1.0,10000
2,27,2018,1,2729,4,145,58.9,1.0,11500
2,27,2016,1,28000,4,125,54.3,1.2,8400
2,27,2018,1,15356,4,145,65.7,1.0,10800
2,27,2018,1,8363,4,145,58.9,1.0,10500
2,27,2018,1,15682,4,145,65.7,1.0,10000
2,28,2018,1,12686,4,145,57.7,1.0,13700
2,45,2014,1,73883,0,30,62.8,2.0,7000
2,38,2016,1,40016,0,125,60.1,2.0,10500
2,27,2018,1,13820,4,145,65.7,1.0,11500
2,28,2016,1,17456,0,20,67.3,2.0,17000
2,27,2018,1,6042,4,145,64.2,1.1,10500
2,31,2018,1,37411,0,145,56.5,2.0,17900
2,38,2017,1,13240,0,150,60.1,2.0,15500
2,19,2013,1,36914,4,30,57.7,1.0,7200
2,27,2015,1,23658,4,125,54.3,1.2,7500
2,27,2018,1,11143,4,145,65.7,1.0,10499
2,27,2018,1,12874,4,150,65.7,1.0,11695
2,45,2013,1,61074,0,150,53.3,2.0,6500
2,28,2017,1,21718,4,150,60.1,1.0,10500
2,27,2015,1,52353,4,30,54.3,1.2,6700
2,25,2018,3,9412,0,150,47.9,2.0,24000
2,38,2017,1,30190,0,150,60.1,2.0,16500
2,38,2017,1,15210,0,150,54.3,2.0,18200
2,28,2017,1,29805,4,150,60.1,1.0,10200
2,27,2018,1,19153,4,145,65.7,1.0,10800
2,27,2017,1,23403,4,145,65.7,1.0,10200
2,24,2018,1,9500,4,145,51.4,1.0,15500
2,27,2018,1,15141,4,150,64.2,1.1,8990
2,38,2019,1,8913,4,145,35.3,1.5,18500
2,27,2017,1,18928,4,145,64.2,1.1,9500
2,28,2018,1,15918,4,145,60.1,1.0,15000
2,38,2018,1,21930,4,150,39.2,1.5,18200
2,24,2017,1,27064,4,160,44.8,1.5,10000
2,28,2018,1,12130,4,145,41.5,2.0,19000
2,28,2018,1,20045,0,145,74.3,1.5,12000
2,21,2016,3,15565,0,20,64.2,1.5,11500
2,27,2017,1,45500,0,150,85.6,1.5,9200
2,27,2015,1,19784,4,125,54.3,1.2,6800
2,27,2017,1,6745,4,145,65.7,1.0,11175
2,19,2014,3,23521,4,160,44.1,1.6,6990
2,38,2018,3,18472,0,150,54.3,2.0,19272
2,28,2017,1,30564,4,145,58.9,1.0,11795
2,28,2014,1,33202,4,235,39.2,2.0,12750
2,25,2016,3,20331,0,200,47.9,2.0,20490
2,27,2016,1,15000,4,0,65.7,1.0,9795
2,27,2017,1,13000,4,145,65.7,1.0,10795
2,21,2015,1,10500,4,30,55.4,1.0,10795
2,24,2017,1,8000,0,150,64.2,1.5,10295
2,27,2017,3,9896,4,145,57.7,1.0,10699
2,24,2017,1,26775,4,125,52.3,1.0,9377
2,27,2018,1,8419,4,145,62.8,1.0,13100
2,27,2018,1,5110,4,145,64.2,1.1,10800
2,27,2018,1,14380,4,145,65.7,1.0,12700
2,27,2018,1,12836,4,145,65.7,1.0,11600
2,38,2017,1,15883,0,145,60.1,2.0,16300
2,24,2017,1,23149,4,145,53.3,1.0,10975
2,31,2018,1,37085,0,145,56.5,2.0,18000
2,27,2018,1,33080,4,145,65.7,1.0,10600
2,27,2017,3,14916,4,0,57.7,1.0,12000
2,24,2018,1,1520,0,145,67.3,1.5,16000
2,27,2019,1,1793,4,145,55.4,1.0,18000
2,28,2018,0,12315,4,145,50.4,1.0,15299
2,27,2019,1,3557,4,145,55.4,1.0,16000
2,28,2019,1,13728,4,145,49.6,1.0,16499
2,28,2019,0,12859,4,145,41.5,1.0,19000
2,28,2019,1,9742,4,145,60.1,1.0,15299
2,28,2019,1,10263,4,145,58.9,1.0,16000
2,28,2018,1,12702,4,145,58.9,1.0,16000
2,28,2017,1,15000,4,145,60.1,1.0,11995
2,28,2018,1,11910,4,145,58.9,1.0,17000
2,38,2019,3,4688,0,145,42.2,2.0,25000
2,31,2018,0,8339,0,145,52.3,2.0,24499
2,27,2019,1,3889,4,145,56.5,1.0,14000
2,27,2019,1,9988,4,145,58.9,1.0,15000
2,45,2018,0,15647,0,145,57.7,2.0,19000
2,45,2015,1,31302,0,30,64.2,2.0,11499
2,28,2018,1,9699,4,145,58.9,1.0,16000
2,31,2018,1,4753,0,145,56.5,2.0,23499
2,38,2017,1,17501,0,145,60.1,2.0,19000
2,25,2018,3,27215,0,150,47.9,2.0,24999
2,38,2018,1,24297,0,145,54.3,2.0,19499
2,28,2019,1,9960,4,145,60.1,1.0,17000
2,28,2018,1,4853,4,145,60.1,1.0,17000
2,24,2018,1,11852,4,145,53.3,1.0,13495
2,25,2016,1,21476,0,205,47.9,2.0,18700
2,28,2016,1,39556,4,20,60.1,1.0,8750
2,38,2018,1,9929,0,150,54.3,1.5,18400
2,27,2018,1,31997,4,145,65.7,1.0,10308
2,28,2019,1,9083,4,145,60.1,1.0,16470
2,28,2019,1,731,4,145,60.1,1.0,18299
2,37,2019,1,4893,4,145,47.9,1.2,10499
2,37,2019,1,4485,4,145,47.9,1.2,11000
2,37,2019,1,1645,4,145,47.9,1.2,11000
2,37,2019,1,3439,4,145,47.9,1.2,11299
2,37,2017,1,10084,4,145,57.7,1.2,8000
2,24,2019,1,4325,4,145,52.3,1.0,19000
2,28,2017,1,10981,4,20,61.4,1.0,11000
2,27,2017,1,4277,4,145,62.8,1.0,12499
2,28,2017,1,10276,4,145,60.1,1.0,12499
2,27,2019,1,1384,4,145,48.7,1.1,14000
2,27,2019,1,1559,4,145,48.7,1.1,14000
2,27,2019,1,886,4,145,48.7,1.1,14000
2,28,2018,1,13856,4,145,41.5,2.0,20000
2,24,2018,1,10549,4,145,54.3,1.0,15000
2,37,2018,1,4750,4,145,57.7,1.2,8000
2,37,2018,1,8169,4,145,57.7,1.2,7799
2,37,2018,1,4977,4,145,57.7,1.2,8000
2,49,2020,1,363,4,145,50.4,1.0,23000
2,27,2017,1,23337,4,0,65.7,1.0,9799
2,28,2018,1,7530,0,145,80.7,1.5,16999
2,27,2019,1,4336,4,145,58.9,1.0,14000
2,24,2019,1,1743,0,145,64.2,1.5,17000
2,28,2019,1,5842,0,145,80.7,1.5,15000
2,38,2017,1,15555,0,145,54.3,2.0,17000
2,27,2017,1,28969,4,145,65.7,1.0,10000
2,27,2014,1,17551,4,0,65.7,1.0,7499
2,37,2018,1,2618,4,145,43.5,1.2,10699
2,27,2017,1,7391,4,0,65.7,1.0,9200
2,27,2019,1,1035,4,145,58.9,1.0,15000
2,27,2018,1,3475,4,145,64.2,1.1,10700
2,28,2019,1,8325,4,145,58.9,1.0,16000
2,37,2018,1,5846,4,145,47.9,1.2,10000
2,27,2019,1,1459,4,145,48.7,1.1,14000
2,27,2015,1,13324,4,30,54.3,1.2,8070
2,27,2016,1,21314,4,20,62.8,1.0,9710
2,28,2013,1,74015,0,20,67.3,1.6,4995
2,36,2015,1,12809,4,30,57.7,1.2,5420
2,28,2018,1,18770,4,145,57.7,1.0,12030
2,45,2015,1,20486,0,20,67.3,2.0,11414
2,27,2015,1,71200,0,0,78.5,1.5,5800
2,27,2016,1,46891,4,0,65.7,1.0,7795
2,25,2016,1,73079,0,160,48.7,2.0,15995
2,24,2019,1,5806,4,145,53.3,1.0,14995
2,28,2018,1,23164,0,145,74.3,1.5,12600
2,27,2018,1,7026,4,145,65.7,1.0,12750
2,27,2018,1,9674,4,145,65.7,1.0,12600
2,27,2018,1,15675,4,145,65.7,1.0,10500
2,45,2019,1,23,0,145,65.7,2.0,19500
2,45,2019,1,33,0,145,65.7,2.0,19500
2,27,2015,1,31945,4,0,65.7,1.0,7495
2,27,2016,1,21105,0,0,78.5,1.5,9950
2,27,2016,1,24220,4,0,65.7,1.0,8250
2,27,2019,1,51,4,145,58.9,1.0,14995
2,27,2019,1,6000,0,145,58.9,1.5,13495
2,38,2019,0,400,0,145,47.9,2.0,23995
2,24,2019,1,6000,4,145,53.3,1.0,16995
2,19,2015,1,46510,4,30,55.4,1.0,7245
2,31,2016,1,11850,0,125,56.5,2.0,18995
2,37,2019,1,10040,4,145,43.5,1.2,9695
2,27,2018,1,11395,4,145,65.7,1.0,13495
2,27,2017,1,34682,4,145,65.7,1.0,8995
2,27,2017,1,25456,4,145,65.7,1.0,8795
2,28,2017,1,27530,4,20,60.1,1.0,11000
2,27,2017,1,18378,4,125,54.3,1.2,8799
2,27,2018,1,10000,4,145,62.8,1.0,15699
2,27,2018,1,7485,4,145,65.7,1.0,11000
2,27,2016,1,17431,4,20,62.8,1.0,10000
2,37,2018,1,10,4,145,47.9,1.2,8995
2,37,2018,1,6275,4,145,47.9,1.2,9495
2,27,2018,1,7380,4,145,55.4,1.0,13995
2,37,2017,1,29815,4,30,57.7,1.2,7495
2,27,2018,1,6225,4,145,40.3,1.5,16495
2,24,2018,1,9720,0,145,58.9,1.5,13995
2,25,2019,0,3000,0,145,40.4,2.0,23995
2,27,2019,1,700,4,145,58.9,1.0,13495
2,36,2016,1,22280,4,30,57.7,1.2,5495
2,27,2018,1,11053,4,145,65.7,1.0,11500
2,28,2019,1,12263,4,145,49.6,1.0,16200
2,28,2019,1,12820,4,145,60.1,1.0,16073
2,28,2019,1,9379,4,145,58.9,1.0,15800
2,28,2019,1,6330,4,145,60.1,1.0,14995
2,27,2017,0,5720,4,145,54.3,1.0,11995
2,24,2018,1,4835,0,145,58.9,1.5,15995
2,28,2019,1,25,4,145,34.5,2.3,25950
2,21,2019,1,20,0,145,60.1,1.5,16995
2,27,2018,1,34938,4,145,65.7,1.0,11018
2,28,2017,1,11574,0,0,74.3,1.5,11900
2,28,2018,1,17225,4,145,61.4,1.0,12000
2,27,2017,1,18734,4,145,54.3,1.2,9000
2,27,2018,1,9300,4,145,64.2,1.1,10300
2,27,2018,1,21760,4,145,65.7,1.0,10600
2,27,2016,1,29122,4,150,47.9,1.6,9980
2,27,2017,1,12847,4,0,65.7,1.0,10380
2,28,2017,3,29927,0,145,74.3,1.5,9980
2,27,2016,3,17457,4,0,57.7,1.0,9533
2,37,2018,1,11931,4,145,57.7,1.2,8290
2,24,2017,1,7573,4,145,52.3,1.0,10699
2,27,2015,1,60063,4,20,62.8,1.0,6999
2,27,2017,1,24526,4,145,65.7,1.0,9499
2,27,2017,1,4070,4,145,64.2,1.1,10290
2,27,2014,1,29840,0,0,76.4,1.5,7495
2,38,2017,1,12995,0,145,60.1,2.0,17995
2,27,2019,1,12,4,145,55.4,1.0,14995
2,24,2019,1,6145,4,145,52.3,1.0,16495
2,45,2019,0,5000,0,145,58.9,2.0,18995
2,24,2018,1,9900,0,145,58.9,1.5,14995
2,27,2018,1,5735,4,145,58.9,1.0,12995
2,28,2019,1,12075,4,145,60.1,1.0,14995
2,27,2018,1,29951,4,145,65.7,1.0,11900
2,24,2019,1,4402,0,145,64.2,1.5,18100
2,27,2017,1,22234,4,145,65.7,1.0,9500
