brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
0,10,2015,1,27890,0,0,74.3,1.6,9998
0,8,2013,1,53529,4,125,52.3,1.4,8998
0,8,2015,3,12277,0,0,76.3,1.6,11998
0,52,2019,3,250,4,150,33.2,2.0,31998
0,52,2019,3,65,4,150,33.2,2.0,31998
0,10,2016,3,42334,0,125,57.6,2.0,17870
0,51,2018,3,26388,4,150,40.4,2.0,24477
0,11,2017,1,22309,4,150,51.4,1.4,18101
0,13,2016,3,46331,0,150,55.4,2.0,18243
0,52,2017,1,29887,0,205,47.9,2.0,19690
0,8,2018,1,21633,4,150,47.9,1.0,15290
0,10,2019,3,355,4,150,34.9,2.0,29490
0,10,2016,3,43014,0,125,57.6,2.0,16298
0,51,2017,1,15449,4,145,49.6,1.4,19998
0,8,2016,1,23707,4,30,55.4,1.4,11000
0,10,2016,3,44696,0,20,70.6,1.6,11679
0,8,2017,1,25168,4,30,55.4,1.4,14399
0,72,2016,3,30499,4,165,43.5,2.0,19690
0,51,2019,3,14600,4,150,37.2,1.5,32390
0,51,2015,3,18776,0,150,55.4,2.0,16490
0,10,2015,3,24120,0,20,70.6,1.6,15998
0,8,2016,1,24015,4,0,67.3,1.0,11698
0,10,2018,1,9118,4,145,58.9,1.4,18998
0,52,2019,3,19,4,145,33.2,2.0,30998
0,52,2019,3,21,4,145,32.1,2.0,34998
0,52,2019,3,19,4,150,32.1,2.0,34998
0,10,2018,1,10045,4,145,42.2,1.5,20977
0,8,2016,1,24800,4,0,67.3,1.0,10920
0,12,2016,1,46783,0,20,67.3,2.0,11899
0,8,2017,1,17425,4,145,67.3,1.0,11201
0,11,2017,1,40133,0,145,62.8,2.0,17995
0,10,2017,1,27691,4,150,55.4,1.5,17985
0,50,2017,3,11126,0,145,57.7,2.0,21985
0,10,2016,3,26054,4,30,56.5,1.4,17798
0,8,2016,1,19118,4,235,39.8,2.0,17798
0,51,2017,3,16078,4,145,40.4,2.0,25498
0,10,2017,1,19349,4,30,60.1,1.4,17998
0,11,2018,1,13268,4,145,51.4,1.4,19998
0,50,2019,3,5445,0,150,47.9,1.6,21990
0,50,2018,1,12554,4,150,53.3,1.0,19690
0,10,2019,3,5665,0,150,52.3,1.6,23269
0,50,2020,3,4554,4,150,42.2,1.5,27490
0,50,2020,3,5445,4,150,42.2,1.5,28990
0,50,2020,3,5665,4,150,42.2,1.5,28990
0,8,2015,1,51445,0,0,80.7,1.6,9399
0,12,2013,1,46022,0,30,60.1,2.0,12640
0,11,2016,1,55885,0,0,74.3,2.0,12270
0,51,2017,3,12122,0,150,55.4,2.0,20298
0,51,2016,1,32155,4,150,49.6,1.4,17298
0,11,2016,1,32879,0,0,74.3,2.0,14798
0,52,2019,3,21,4,145,33.2,2.0,31998
0,11,2014,1,43012,0,150,55.4,2.0,12898
0,51,2016,3,15274,4,150,47.9,1.4,16898
0,50,2018,1,21941,0,145,64.2,1.6,17498
0,11,2014,1,60667,0,30,65.7,2.0,9198
0,11,2016,3,16922,0,30,65.7,2.0,19498
0,52,2016,3,33657,0,200,47.1,2.0,20498
0,13,2016,3,39333,0,20,64.2,2.0,16998
0,13,2017,3,43442,0,145,61.4,2.0,19790
0,51,2015,0,60889,0,160,50.4,2.0,14640
0,8,2016,1,14722,0,20,72.4,1.6,13180
0,10,2015,1,38146,4,30,57.6,1.4,13923
0,13,2016,1,52576,0,30,61.4,2.0,16420
0,11,2017,1,17789,4,145,52.3,1.4,15700
0,11,2018,1,40442,0,145,68.9,2.0,17990
0,11,2015,1,54654,0,145,55.4,2.0,14998
0,8,2016,1,20527,4,0,67.3,1.0,11998
0,50,2017,1,31362,0,145,64.2,1.6,16498
0,52,2019,3,85,4,145,32.1,2.0,34998
0,52,2016,3,56971,0,235,42.2,3.0,27998
0,10,2017,3,19588,4,30,56.5,1.4,18998
0,10,2017,3,14413,4,145,56.5,1.5,19498
0,11,2018,1,17288,4,145,52.3,1.4,17498
0,51,2017,3,20969,4,145,40.4,2.0,23798
0,12,2016,1,26765,0,150,54.3,2.0,16498
0,11,2018,3,10223,4,150,36.7,3.0,27390
0,52,2018,3,19443,4,145,34.0,3.0,37495
0,50,2017,3,14703,4,150,52.3,1.4,20890
0,11,2017,1,38331,0,20,68.9,2.0,16380
0,72,2015,1,39255,4,145,47.9,2.0,14640
0,12,2018,3,10147,0,145,62.8,2.0,24980
0,51,2016,1,39697,4,145,49.6,1.4,16790
0,13,2016,3,78545,0,20,67.3,2.0,13498
0,11,2018,1,17204,4,145,51.4,1.4,19998
0,72,2015,1,23065,4,145,47.9,2.0,15998
0,11,2018,1,23319,4,145,51.4,1.4,18298
0,11,2018,1,15529,4,145,50.4,1.4,18298
0,11,2018,3,10730,4,145,51.4,1.4,17798
0,10,2014,1,81457,0,0,74.3,1.6,8280
0,72,2013,1,67691,0,145,53.3,2.0,9250
0,11,2013,1,36219,4,145,49.6,1.8,10210
0,51,2016,1,19122,0,145,52.3,2.0,19291
0,12,2016,3,31661,0,125,58.9,2.0,17950
0,8,2016,1,61306,0,0,80.7,1.6,9250
0,10,2016,1,75308,0,20,68.9,2.0,10000
0,51,2016,3,30647,0,145,51.4,2.0,18620
0,11,2015,1,85782,0,30,64.2,2.0,8999
0,8,2015,1,92760,0,0,80.7,1.6,8000
0,11,2016,3,73722,0,0,72.4,2.0,11000
0,10,2015,1,91567,0,20,70.6,1.6,8000
0,11,2013,1,81171,0,125,58.9,2.0,11850
0,10,2016,1,90818,0,0,83.1,1.6,8600
0,72,2017,1,14000,4,145,47.1,1.8,17490
0,8,2015,1,54000,0,0,80.7,1.6,8390
0,51,2013,1,60000,0,150,54.3,2.0,11190
0,10,2014,1,33000,4,30,57.6,1.2,11690
0,51,2017,3,38500,4,145,47.9,1.4,16250
0,59,2014,3,39210,4,555,26.9,4.2,23400
0,8,2017,1,21796,4,30,56.5,1.4,14995
0,51,2016,1,34396,0,145,52.3,2.0,16995
0,13,2016,3,36211,0,20,64.2,2.0,16950
0,12,2017,3,45465,0,145,62.8,2.0,20150
0,8,2015,1,42255,4,235,39.8,2.0,14730
0,51,2016,3,15110,4,145,47.9,1.4,19000
0,15,2015,3,52891,0,205,47.9,3.0,19999
0,10,2016,1,36385,4,125,53.3,1.4,12500
0,8,2015,3,37231,4,30,56.5,1.4,13500
0,51,2016,3,30647,0,145,51.4,2.0,18350
0,10,2015,1,62710,0,0,74.3,1.6,8950
0,12,2016,3,41847,4,165,44.1,1.8,16750
0,51,2015,3,43740,4,145,47.9,1.4,17000
0,10,2015,3,49548,4,20,60.1,1.4,12500
0,11,2016,1,29112,0,0,74.3,2.0,16000
0,51,2016,1,24602,0,145,52.3,2.0,18000
0,72,2015,1,40402,4,145,47.1,1.8,16250
0,8,2015,1,48299,4,30,57.6,1.4,10950
0,8,2016,1,29328,4,0,67.3,1.0,11000
0,12,2015,3,24848,0,125,58.9,2.0,14498
0,50,2018,1,11349,0,145,47.9,1.6,19298
0,10,2018,1,12186,4,145,60.1,1.0,18998
0,11,2016,3,56615,0,20,70.6,2.0,13995
0,13,2014,3,52419,0,30,64.2,2.0,13491
0,51,2016,3,61260,0,160,50.4,2.0,16995
0,10,2014,3,39585,4,30,57.6,1.4,11495
0,10,2016,1,21000,0,0,74.3,1.6,11495
0,51,2016,1,15541,0,30,61.4,2.0,15495
0,51,2016,1,29841,0,125,60.1,2.0,16250
0,12,2014,3,52595,0,150,53.3,2.0,14795
0,12,2016,1,25000,0,125,57.6,2.0,18495
0,12,2016,1,31292,0,145,53.3,2.0,17650
0,51,2015,3,49652,0,150,54.3,2.0,14791
0,13,2016,3,15016,0,30,61.4,2.0,19999
0,15,2015,3,54174,0,205,47.9,3.0,19499
0,8,2017,1,18988,4,145,67.3,1.0,11000
0,51,2014,1,55735,0,160,49.6,2.0,13990
0,51,2017,1,25000,4,150,49.6,1.4,19152
0,72,2015,1,31208,4,150,47.9,2.0,16842
0,50,2017,1,20647,4,145,50.4,1.4,19295
0,50,2019,0,1342,0,145,47.9,1.6,21030
0,12,2014,3,65555,0,125,60.1,2.0,12240
0,10,2014,1,24003,4,30,54.3,1.4,13299
0,10,2015,1,45427,4,125,52.3,1.4,13480
0,72,2016,1,38908,4,145,47.1,1.8,15498
0,52,2019,3,21,4,145,32.1,2.0,34498
0,72,2014,3,42000,4,165,44.1,1.8,12995
0,8,2015,1,44500,0,0,80.7,1.6,11295
0,50,2020,3,2000,4,150,43.5,1.5,27495
0,10,2020,1,5000,0,145,56.5,2.0,21995
0,11,2020,3,4000,0,145,40.9,3.0,43995
0,12,2018,1,13500,0,145,64.2,2.0,23995
0,52,2016,0,27616,0,200,47.1,2.0,20499
0,10,2014,1,50262,0,0,74.3,1.6,8895
0,8,2015,1,45070,4,30,55.4,1.4,11484
0,10,2016,3,26860,4,160,44.1,2.0,20560
0,8,2016,1,47779,4,30,55.4,1.4,10260
0,10,2015,1,41683,4,20,58.9,1.4,10930
0,12,2015,0,39251,0,145,56.5,2.0,16680
0,50,2017,3,19001,0,150,57.7,2.0,19991
0,10,2013,3,59000,4,30,56.5,1.4,11491
0,52,2016,3,28931,0,205,47.9,2.0,18891
0,8,2014,1,53291,0,0,74.3,1.6,7951
0,10,2017,1,20949,4,200,40.4,2.0,20999
0,51,2015,1,78962,0,125,60.1,2.0,12750
0,12,2017,3,41215,0,30,67.3,2.0,18990
0,8,2016,1,24396,4,0,67.3,1.0,9950
0,51,2014,3,24000,4,265,36.7,2.0,15995
0,52,2016,3,42000,0,240,42.8,3.0,28795
0,52,2015,3,52000,0,205,47.1,2.0,19495
0,51,2020,3,2000,0,150,45.6,2.0,36995
0,12,2017,3,54000,0,150,67.3,2.0,19995
0,10,2017,1,17800,4,150,54.3,1.5,19995
0,51,2018,3,43000,0,150,53.3,2.0,21995
0,8,2017,1,45000,0,0,76.3,1.6,10995
0,51,2020,1,7000,4,150,40.9,1.5,25995
0,51,2015,1,21350,0,160,49.6,2.0,17250
0,8,2015,1,18200,0,0,80.7,1.6,12400
0,52,2015,1,40785,0,205,47.9,2.0,17900
0,52,2016,3,32300,0,200,47.1,2.0,22295
0,13,2017,3,32000,0,145,61.4,2.0,21195
0,51,2020,3,3000,0,145,47.1,2.0,32995
0,12,2020,3,2000,0,145,48.7,2.0,32995
0,8,2017,3,11500,4,145,57.6,1.4,14995
0,8,2017,1,26500,4,145,55.4,1.4,12495
0,50,2019,3,10544,4,145,42.8,1.5,21995
0,53,2017,3,39300,0,150,39.2,4.0,49995
0,50,2017,1,29000,4,150,49.6,1.4,19995
0,10,2014,1,42450,4,20,60.1,1.4,10995
0,10,2016,1,64278,0,30,65.7,2.0,12832
0,11,2018,1,30963,0,145,68.9,2.0,18370
0,11,2014,3,48500,0,125,58.9,2.0,10995
0,8,2017,1,15000,4,30,56.5,1.4,14995
0,51,2013,1,40000,0,165,49.6,2.0,13495
0,51,2015,1,32000,0,150,52.3,2.0,17750
0,13,2016,1,50764,0,30,61.4,2.0,16750
0,10,2017,1,8391,4,20,60.1,1.0,15141
0,52,2014,1,44735,4,235,37.7,2.0,15547
0,51,2017,1,16000,0,30,61.4,2.0,16495
0,50,2019,3,4000,4,145,42.8,1.5,21995
0,13,2019,0,7500,0,145,37.7,3.0,43995
0,50,2019,1,5000,0,145,49.6,1.6,19995
0,52,2020,3,2000,4,145,32.1,2.0,36995
0,11,2020,1,4000,4,145,42.2,2.0,26995
0,10,2018,1,4012,4,150,42.2,1.5,21499
0,8,2014,3,24914,4,20,60.1,1.4,13750
0,8,2015,1,55369,0,0,80.7,1.6,10800
0,8,2015,1,30826,4,30,55.4,1.4,11750
0,10,2016,3,26824,4,200,40.4,2.0,21990
0,11,2019,3,12126,0,150,49.6,2.0,24990
0,8,2015,1,23514,4,240,39.8,2.0,15995
0,13,2016,1,52246,0,30,58.9,2.0,16230
0,8,2015,1,44141,4,30,57.6,1.4,9580
0,51,2014,3,53000,0,200,47.9,2.0,12995
0,11,2020,3,2000,0,145,49.6,2.0,32995
0,12,2020,3,2000,4,145,39.2,2.0,32495
0,11,2020,1,2000,4,145,41.5,2.0,26995
0,11,2020,1,4000,4,145,38.2,2.0,29995
0,11,2020,3,2000,4,145,38.2,2.0,32995
0,11,2020,3,1000,4,145,40.9,2.0,31995
0,50,2019,1,5000,0,145,49.6,1.6,21495
0,50,2019,1,5000,0,145,49.6,1.6,19495
0,51,2019,1,6000,0,145,42.8,2.0,27495
0,53,2019,3,6000,0,145,33.2,3.0,51995
0,51,2013,3,40000,0,200,47.9,2.0,12695
0,11,2019,3,5100,4,145,38.2,2.0,26995
0,53,2016,3,30600,0,200,47.9,3.0,32495
0,51,2017,3,13200,4,145,40.4,2.0,24395
0,50,2019,1,5800,0,145,47.9,1.6,21395
0,51,2019,3,8300,0,145,48.7,2.0,25995
0,50,2019,1,4000,4,145,47.1,1.0,19495
0,52,2016,3,38000,0,200,47.1,2.0,20495
0,13,2018,1,38000,0,145,61.4,2.0,19995
0,8,2018,1,34000,4,145,55.4,1.4,14995
0,8,2014,3,24900,4,20,60.1,1.4,13750
0,11,2019,3,5000,0,145,54.3,2.0,28795
0,11,2019,3,5000,4,145,42.2,2.0,28795
0,57,2015,3,49000,4,300,34.9,2.5,26795
0,11,2019,3,5000,0,145,51.4,2.0,26695
0,8,2017,1,12000,4,145,58.9,1.4,15995
0,12,2019,3,7200,4,145,40.4,2.0,25995
0,50,2019,1,6500,4,145,39.2,1.5,25495
0,50,2017,3,15709,4,125,52.3,1.4,20750
0,52,2016,0,51756,0,200,47.1,2.0,17990
0,11,2016,1,67840,0,30,64.2,2.0,13910
0,10,2018,1,19517,4,145,54.3,1.5,18195
0,11,2017,0,35452,0,145,70.6,2.0,15540
0,51,2016,3,45332,4,205,40.4,2.0,19000
0,50,2016,3,26906,4,125,52.3,1.4,19490
0,10,2016,1,23631,4,30,58.9,1.4,15800
0,8,2016,1,38731,0,0,76.3,1.6,10765
0,8,2015,1,47000,4,30,55.4,1.4,10965
0,52,2016,3,41313,0,200,47.1,2.0,18998
0,12,2019,3,6500,4,145,40.4,2.0,26295
0,10,2016,1,21500,4,30,58.9,1.4,17495
0,11,2017,3,19650,4,145,38.7,3.0,26995
0,72,2016,1,34000,4,160,46.3,2.0,16995
0,72,2016,1,11000,4,145,47.1,1.8,16995
0,52,2017,3,34000,0,145,56.5,2.0,23995
0,12,2019,3,5000,4,145,36.2,2.0,37995
0,8,2016,1,38000,4,30,56.5,1.4,12995
0,52,2017,3,50000,4,145,34.0,3.0,33995
0,52,2020,3,4000,0,145,32.5,3.0,58495
0,55,2020,3,70,4,145,21.1,5.2,137995
0,51,2015,1,41000,0,30,61.4,2.0,13995
0,50,2017,3,28000,4,30,54.3,1.4,16995
0,58,2018,3,12000,4,145,32.1,2.9,52495
0,13,2018,3,47500,0,145,64.2,2.0,19495
0,13,2017,1,34000,0,145,61.4,2.0,20495
0,51,2019,1,5000,4,145,40.9,1.5,24995
0,13,2019,3,6000,0,145,47.9,2.0,26995
0,50,2019,1,5000,4,145,39.2,1.5,26995
0,50,2019,1,5000,0,145,47.9,1.6,21995
0,11,2019,3,7000,0,145,49.6,2.0,27495
0,11,2019,1,8000,4,145,38.2,2.0,24995
0,11,2019,0,7000,0,145,48.7,2.0,26295
0,13,2016,3,23700,0,30,61.4,3.0,20995
0,8,2017,3,15663,4,150,56.5,1.4,14790
0,11,2014,1,49441,0,30,62.8,2.0,9990
0,10,2018,3,19704,4,150,58.9,1.5,16990
0,10,2015,1,33000,4,20,60.1,1.4,15795
0,50,2020,1,2000,4,145,43.5,1.5,26995
0,51,2020,3,5000,0,145,47.1,2.0,34995
0,13,2019,3,6500,0,145,37.7,3.0,41995
0,14,2019,3,4000,0,145,35.8,3.0,47995
0,60,2017,0,15500,4,325,29.4,4.0,54995
0,8,2017,1,44330,0,0,76.3,1.6,10465
0,72,2017,1,41699,4,150,47.1,1.8,16465
0,11,2016,1,61224,0,20,70.6,2.0,12465
0,10,2016,1,32110,4,125,49.6,2.0,15965
0,10,2015,1,18939,0,20,68.9,2.0,15995
0,10,2015,1,18400,0,20,68.9,2.0,15995
0,72,2017,3,55370,4,145,40.9,2.0,23500
0,10,2017,1,9538,4,150,56.5,1.4,18995
0,10,2018,3,18972,4,150,47.9,2.0,22900
0,51,2016,1,24602,0,145,52.3,2.0,18000
0,10,2015,0,49548,4,20,60.1,1.4,12500
0,8,2015,1,55600,0,0,80.7,1.6,10800
0,53,2019,3,4000,0,145,33.2,3.0,54495
0,10,2019,3,5000,0,145,50.4,2.0,24995
0,12,2017,3,19300,0,20,70.6,2.0,19495
0,50,2018,1,10900,4,145,52.3,1.4,19995
0,12,2019,1,6000,4,145,47.1,2.0,26995
0,12,2019,1,8000,4,145,39.8,2.0,24995
0,12,2016,1,32000,0,125,60.1,2.0,15995
0,51,2017,1,15968,4,150,49.6,1.4,17995
0,51,2016,3,41324,0,160,50.4,2.0,17600
0,11,2017,3,67227,0,145,70.6,2.0,13700
0,51,2017,3,44080,4,145,47.9,1.4,15860
0,51,2017,1,39544,4,125,51.4,1.4,15790
0,11,2016,1,34714,0,30,62.8,2.0,17995
0,12,2016,0,26498,0,145,56.5,2.0,18299
0,50,2017,3,32677,4,145,52.3,1.4,19599
0,11,2016,1,29112,0,0,74.3,2.0,16600
0,8,2013,1,29773,4,125,52.3,1.4,9750
0,10,2016,1,36385,4,125,53.3,1.4,12500
0,72,2016,1,51400,0,30,62.8,2.0,15465
0,52,2015,3,62253,0,260,41.5,3.0,21965
0,8,2016,1,24642,4,0,67.3,1.0,10965
0,10,2016,1,57296,4,30,57.6,1.4,13454
0,15,2015,0,25406,0,160,49.6,3.0,19870
0,51,2017,1,28615,0,145,56.5,2.0,18291
0,15,2013,3,37206,4,325,29.7,4.0,19061
0,51,2019,1,5500,0,145,42.8,2.0,28500
0,12,2019,0,6000,0,145,48.7,2.0,27994
0,13,2019,0,7000,0,145,50.4,2.0,30500
0,13,2019,0,100,0,145,50.4,2.0,30500
0,11,2017,3,45100,4,160,45.6,2.0,19000
0,50,2019,0,4296,0,145,47.9,2.0,23500
0,53,2017,3,51187,0,300,39.2,4.0,43500
0,11,2019,3,9482,0,150,47.9,2.0,26495
0,13,2018,3,30067,4,150,47.1,1.8,24480
0,51,2016,1,30146,0,165,49.6,2.0,18940
0,11,2018,1,27954,4,150,53.3,1.4,16980
0,51,2018,1,20000,4,150,49.6,1.4,21500
0,50,2019,1,9840,4,150,42.8,1.5,20995
0,51,2016,1,17800,0,30,60.1,2.0,17995
0,52,2016,3,37500,0,240,42.8,3.0,29500
0,12,2018,3,14000,0,150,67.3,2.0,23015
0,72,2016,3,24750,4,200,40.9,2.0,21500
0,10,2018,3,19602,4,145,43.5,2.0,26750
0,50,2017,3,30522,4,150,54.3,1.4,17940
0,10,2019,1,6925,0,145,51.4,1.6,22480
0,50,2017,1,9249,0,30,64.2,1.6,17188
0,10,2016,1,20770,4,30,58.9,1.4,16040
0,72,2013,1,37856,4,205,43.5,1.8,9397
0,72,2018,1,9565,4,150,47.1,1.8,19291
0,52,2015,3,39378,0,265,41.5,3.0,22797
0,10,2017,1,46879,0,150,57.6,2.0,15980
0,50,2018,3,20241,4,145,52.3,1.4,21990
0,52,2017,3,16855,4,150,34.0,3.0,37980
0,72,2016,1,20000,4,150,47.1,1.8,17690
0,8,2015,1,40222,0,0,80.7,1.6,10980
0,53,2019,3,7915,0,150,32.8,3.0,48950
0,10,2016,1,23663,0,125,57.6,2.0,17980
0,51,2019,3,13500,0,150,45.6,2.0,35480
0,52,2016,3,35622,0,240,42.2,3.0,30440
0,50,2017,1,20852,4,150,55.4,1.0,16690
0,72,2016,1,45622,4,150,47.1,1.8,15690
0,72,2017,1,11452,4,150,47.1,1.8,17990
0,8,2017,1,35882,4,150,57.6,1.4,11980
0,11,2019,0,5000,4,145,38.2,2.0,28500
0,11,2020,3,6400,0,145,39.2,3.0,45000
0,51,2016,3,28965,0,150,52.3,2.0,19840
0,12,2019,3,2029,0,150,51.4,2.0,26950
0,51,2019,1,590,0,150,42.8,2.0,26940
0,13,2017,3,34029,0,30,61.4,2.0,21290
0,13,2019,3,9485,0,150,47.9,2.0,30600
0,72,2016,1,33717,0,30,62.8,2.0,18940
0,14,2019,3,7799,0,145,38.2,3.0,35650
0,53,2016,3,49233,0,300,39.2,4.0,44880
0,13,2016,3,38478,0,160,51.4,3.0,24990
0,53,2020,3,3111,0,145,30.1,4.0,69995
0,51,2015,1,31250,4,235,38.7,2.0,18750
0,10,2019,1,5000,0,145,51.4,1.6,18995
0,10,2019,1,5000,0,145,51.4,1.6,19300
0,51,2019,1,5000,0,145,42.8,2.0,28000
0,11,2019,1,2050,4,145,38.2,2.0,27500
0,11,2019,1,5000,4,145,39.2,2.0,24495
0,50,2019,0,1000,0,145,47.9,1.6,23250
0,8,2015,1,31393,4,30,57.6,1.4,10498
0,51,2019,1,3000,0,145,42.8,2.0,27280
0,11,2019,3,6212,0,150,44.8,2.0,26480
0,8,2019,3,6661,4,150,47.1,1.0,21780
0,8,2014,1,44202,4,30,55.4,1.2,9790
0,52,2016,3,24271,0,200,47.1,2.0,24690
0,12,2016,3,30385,0,160,52.3,2.0,19890
0,11,2019,3,2800,0,145,40.9,3.0,40800
0,51,2018,3,12000,4,145,48.7,1.4,24000
0,51,2019,3,11754,4,145,31.7,2.0,29980
0,8,2015,1,20552,4,200,40.4,2.0,15698
0,15,2018,3,11341,0,145,48.7,3.0,36000
0,51,2018,3,13492,4,145,47.9,1.4,22000
0,11,2017,3,28870,0,150,53.3,3.0,21000
0,72,2016,3,9812,4,205,40.9,2.0,23500
0,50,2017,3,36000,4,145,52.3,1.4,18700
0,10,2019,1,6922,0,145,51.4,1.6,20895
0,11,2016,1,64425,0,20,70.6,2.0,12965
0,51,2016,3,9106,0,145,51.4,2.0,18990
0,50,2019,3,8664,0,150,46.3,1.6,22480
0,50,2020,1,2330,4,145,43.5,1.5,25950
0,50,2018,1,10855,4,145,55.4,1.0,17290
0,52,2020,3,3272,0,145,34.5,3.0,49865
0,12,2019,3,100,4,145,39.8,2.0,28880
0,50,2019,1,4200,4,145,47.1,1.0,18940
0,8,2016,1,25941,4,30,55.4,1.4,12950
0,12,2016,1,60920,0,165,53.3,2.0,16491
0,50,2017,3,14208,0,145,68.9,1.6,18377
0,11,2020,3,5233,0,145,39.2,3.0,42840
0,13,2015,3,73699,0,125,58.9,3.0,14992
0,10,2016,3,56136,0,125,61.4,2.0,13992
0,8,2018,1,8768,4,150,51.4,1.0,16890
0,10,2014,3,70480,0,20,72.4,1.6,8630
0,52,2016,3,40449,0,200,47.1,2.0,19495
0,10,2016,1,14170,4,20,60.1,1.4,14257
0,11,2016,1,29825,4,125,53.3,1.4,12170
0,8,2015,1,31214,4,30,55.4,1.4,12070
0,10,2015,3,33142,4,20,60.1,1.4,11270
0,12,2014,0,53082,0,160,49.6,3.0,15770
0,12,2016,1,50405,0,160,53.3,2.0,17470
0,10,2018,1,19517,4,145,54.3,1.5,17670
0,8,2015,1,29430,4,30,55.4,1.4,11681
0,11,2014,0,55119,4,300,34.9,3.0,15567
0,10,2015,3,27869,0,30,64.2,2.0,14190
0,10,2018,1,11956,4,145,60.1,1.0,18910
0,12,2019,3,4500,4,145,40.4,2.0,26000
0,50,2019,1,4800,4,145,39.2,1.5,25400
0,15,2019,3,3442,0,145,40.4,3.0,39940
0,50,2019,1,4050,0,145,49.6,1.6,21500
0,8,2019,3,5000,4,145,40.9,2.0,22000
0,11,2019,0,2877,0,145,50.4,2.0,24680
0,11,2019,1,2525,4,145,39.2,2.0,22480
0,11,2020,3,3222,0,145,44.1,2.0,36400
0,8,2020,1,1000,4,145,47.9,1.0,22490
0,50,2019,3,3000,4,145,33.2,2.0,30990
0,50,2019,1,3500,4,145,47.1,1.0,20990
0,12,2019,3,3000,0,145,47.1,2.0,29980
0,12,2019,0,100,0,145,47.1,2.0,35995
0,51,2019,1,5000,0,145,42.8,2.0,31450
0,51,2019,1,100,0,145,42.8,2.0,30950
0,15,2019,3,100,0,145,40.4,3.0,49000
0,15,2019,0,3000,0,145,40.4,3.0,39995
0,11,2020,3,8500,0,145,40.4,3.0,43395
0,11,2019,3,5000,4,145,38.7,2.0,25000
0,50,2017,3,31000,4,145,54.3,1.4,18327
0,10,2015,1,76623,0,0,83.1,1.6,9298
0,14,2015,3,41656,0,145,54.3,3.0,19998
0,10,2017,1,23760,4,30,60.1,1.4,17498
0,72,2013,1,78449,0,160,51.4,2.0,9306
0,10,2013,3,19606,4,125,50.4,1.8,10800
0,51,2014,3,42846,0,200,47.9,2.0,12792
0,51,2014,1,69944,0,145,54.3,2.0,9992
0,11,2017,1,16602,4,145,50.4,2.0,14992
0,13,2013,3,46340,0,145,56.5,2.0,11966
0,51,2015,1,50228,0,125,60.1,2.0,14355
0,8,2018,1,9254,4,150,55.4,1.4,16591
0,51,2019,3,8683,0,150,47.1,2.0,27991
0,8,2013,3,44700,4,125,53.3,1.4,10495
0,10,2017,1,17957,4,30,60.1,1.4,17691
0,10,2014,1,47606,4,30,57.6,1.2,11863
0,12,2016,0,55639,0,145,56.5,2.0,16987
0,52,2016,3,49553,0,200,47.1,2.0,18737
0,12,2016,0,43707,0,160,50.4,2.0,17597
0,10,2018,0,16330,4,145,42.2,1.5,19340
0,12,2014,1,30884,0,30,60.1,2.0,13095
0,12,2017,3,25207,0,145,70.6,2.0,23421
0,11,2017,1,33083,0,0,74.3,2.0,16320
0,11,2017,0,17774,4,145,52.3,2.0,20895
0,11,2016,1,26016,0,20,70.6,2.0,15920
0,10,2016,0,9340,4,30,56.5,1.4,18602
0,11,2017,1,14378,0,30,67.3,2.0,19220
0,8,2018,1,22000,0,150,76.4,1.6,13990
0,12,2018,3,4512,4,150,36.7,3.0,30990
0,51,2017,1,16100,4,150,49.6,1.4,19790
0,52,2016,3,37714,0,205,47.1,2.0,20990
0,8,2016,1,29793,0,0,80.7,1.6,9499
0,51,2015,1,27556,0,160,49.6,2.0,17130
0,12,2016,3,37958,4,260,35.8,3.0,21000
0,10,2018,0,10010,4,145,56.5,1.5,20500
0,11,2019,3,5800,0,150,49.6,2.0,26444
0,12,2015,3,49112,0,200,44.8,3.0,16990
0,51,2015,1,25296,0,145,55.4,2.0,17321
0,10,2020,3,352,0,145,50.4,2.0,29000
0,10,2019,0,1235,0,145,52.3,1.6,22795
0,8,2017,0,16855,4,145,70.6,1.4,16704
0,50,2018,1,4525,0,145,47.9,1.6,19990
0,11,2015,1,29139,0,160,50.4,2.0,16960
0,12,2016,3,40586,0,145,56.5,2.0,18480
0,50,2019,1,4500,4,145,47.1,1.0,19995
0,10,2019,3,6500,4,145,36.7,2.0,31995
0,51,2016,1,27998,0,30,60.1,2.0,16690
0,13,2016,3,36000,0,150,56.5,2.0,19990
0,10,2017,3,17365,4,165,43.5,2.0,22991
0,8,2016,1,30321,4,30,58.9,1.4,12991
0,53,2016,3,11862,0,200,47.9,3.0,34000
0,51,2017,1,25201,0,145,54.3,2.0,20700
0,72,2015,3,44935,4,160,44.1,2.0,17544
0,50,2017,1,27661,0,145,64.2,1.6,16300
0,52,2016,1,68501,0,200,47.9,2.0,16690
0,13,2017,3,33779,0,20,64.2,2.0,17600
0,51,2019,1,1500,4,145,42.2,1.5,26995
0,8,2020,3,1500,4,145,44.8,1.5,20495
0,11,2020,3,1500,4,145,42.2,2.0,26995
0,8,2020,3,1500,4,145,44.8,1.0,21495
0,8,2017,1,20966,4,150,58.9,1.4,14995
0,8,2018,1,8413,4,150,56.5,1.4,13995
0,50,2018,3,28721,4,150,52.3,1.4,19395
0,52,2016,3,28250,0,205,47.1,2.0,22000
0,51,2015,3,43740,4,145,47.9,1.4,17000
